Category,Skill Name,Author,Description,GitHub URL
backend,payload,payloadcms,"Use when working with Payload CMS projects (payload.config.ts, collections, fields, hooks, access control, Payload API). Use when debugging validation errors, security issues, relationship queries, transactions, or hook behavior.",https://github.com/payloadcms/payload/tree/main/tools/claude-plugin/skills/payload
backend,route-tester,diet103,"Test authenticated routes in the your project using cookie-based authentication. Use this skill when testing API endpoints, validating route functionality, or debugging authentication issues. Includes patterns for using test-auth-route.js and mock authentication.",https://github.com/diet103/claude-code-infrastructure-showcase/tree/main/.claude/skills/route-tester
backend,rule-identifier,anthropics,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",https://github.com/anthropics/claude-code/tree/main/plugins/hookify/skills/writing-rules
backend,stripe-integration,wshobson,"Implement Stripe payment processing for robust, PCI-compliant payment flows including checkout, subscriptions, and webhooks. Use when integrating Stripe payments, building subscription systems, or implementing secure checkout flows.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/stripe-integration
backend,web-artifacts-builder,Unknown,,
bioinformatics,agentdb-vector-search,ruvnet,"""Implement semantic vector search with AgentDB for intelligent document retrieval, similarity matching, and context-aware querying. Use when building RAG systems, semantic search engines, or intelligent knowledge bases.""",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/agentdb-vector-search
bioinformatics,alphafold-database,K-Dense-AI,"""Access AlphaFold's 200M+ AI-predicted protein structures. Retrieve structures by UniProt ID, download PDB/mmCIF files, analyze confidence metrics (pLDDT, PAE), for drug discovery and structural biology.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/alphafold-database
bioinformatics,arboreto,K-Dense-AI,"Infer gene regulatory networks (GRNs) from gene expression data using scalable algorithms (GRNBoost2, GENIE3). Use when analyzing transcriptomics data (bulk RNA-seq, single-cell RNA-seq) to identify transcription factor-target gene relationships and regulatory interactions. Supports distributed computation for large-scale datasets.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/arboreto
bioinformatics,benchling-integration,K-Dense-AI,"""Benchling R&D platform integration. Access registry (DNA, proteins), inventory, ELN entries, workflows via API, build Benchling Apps, query Data Warehouse, for lab data management automation.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/benchling-integration
bioinformatics,biomni,K-Dense-AI,"Autonomous biomedical AI agent framework for executing complex research tasks across genomics, drug discovery, molecular biology, and clinical analysis. Use this skill when conducting multi-step biomedical research including CRISPR screening design, single-cell RNA-seq analysis, ADMET prediction, GWAS interpretation, rare disease diagnosis, or lab protocol optimization. Leverages LLM reasoning with code execution and integrated biomedical databases.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/biomni
bioinformatics,biopython,K-Dense-AI,"""Primary Python toolkit for molecular biology. Preferred for Python-based PubMed/NCBI queries (Bio.Entrez), sequence manipulation, file parsing (FASTA, GenBank, FASTQ, PDB), advanced BLAST workflows, structures, phylogenetics. For quick BLAST, use gget. For direct REST API, use pubmed-database.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/biopython
bioinformatics,biorxiv-database,K-Dense-AI,"Efficient database search tool for bioRxiv preprint server. Use this skill when searching for life sciences preprints by keywords, authors, date ranges, or categories, retrieving paper metadata, downloading PDFs, or conducting literature reviews.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/biorxiv-database
bioinformatics,bioservices,K-Dense-AI,"""Primary Python tool for 40+ bioinformatics services. Preferred for multi-database workflows: UniProt, KEGG, ChEMBL, PubChem, Reactome, QuickGO. Unified API for queries, ID mapping, pathway analysis. For direct REST control, use individual database skills (uniprot-database, kegg-database).""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/bioservices
bioinformatics,cellxgene-census,K-Dense-AI,"""Query CZ CELLxGENE Census (61M+ cells). Filter by cell type/tissue/disease, retrieve expression data, integrate with scanpy/PyTorch, for population-scale single-cell analysis.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/cellxgene-census
bioinformatics,chembl-database,K-Dense-AI,"""Query ChEMBL's bioactive molecules and drug discovery data. Search compounds by structure/properties, retrieve bioactivity data (IC50, Ki), find inhibitors, perform SAR studies, for medicinal chemistry.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/chembl-database
bioinformatics,clinicaltrials-database,K-Dense-AI,"""Query ClinicalTrials.gov via API v2. Search trials by condition, drug, location, status, or phase. Retrieve trial details by NCT ID, export data, for clinical research and patient matching.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/clinicaltrials-database
bioinformatics,clinpgx-database,K-Dense-AI,"""Access ClinPGx pharmacogenomics data (successor to PharmGKB). Query gene-drug interactions, CPIC guidelines, allele functions, for precision medicine and genotype-guided dosing decisions.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/clinpgx-database
bioinformatics,clinvar-database,K-Dense-AI,"""Query NCBI ClinVar for variant clinical significance. Search by gene/position, interpret pathogenicity classifications, access via E-utilities API or FTP, annotate VCFs, for genomic medicine.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/clinvar-database
bioinformatics,cobrapy,K-Dense-AI,"""Constraint-based metabolic modeling (COBRA). FBA, FVA, gene knockouts, flux sampling, SBML models, for systems biology and metabolic engineering analysis.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/cobrapy
bioinformatics,cosmic-database,K-Dense-AI,"""Access COSMIC cancer mutation database. Query somatic mutations, Cancer Gene Census, mutational signatures, gene fusions, for cancer research and precision oncology. Requires authentication.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/cosmic-database
bioinformatics,datamol,K-Dense-AI,"""Pythonic wrapper around RDKit with simplified interface and sensible defaults. Preferred for standard drug discovery: SMILES parsing, standardization, descriptors, fingerprints, clustering, 3D conformers, parallel processing. Returns native rdkit.Chem.Mol objects. For advanced control or custom parameters, use rdkit directly.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/datamol
bioinformatics,deepchem,K-Dense-AI,"""Molecular machine learning toolkit. Property prediction (ADMET, toxicity), GNNs (GCN, MPNN), MoleculeNet benchmarks, pretrained models, featurization, for drug discovery ML.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/deepchem
bioinformatics,deeptools,K-Dense-AI,"""NGS analysis toolkit. BAM to bigWig conversion, QC (correlation, PCA, fingerprints), heatmaps/profiles (TSS, peaks), for ChIP-seq, RNA-seq, ATAC-seq visualization.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/deeptools
bioinformatics,denario,K-Dense-AI,"Multiagent AI system for scientific research assistance that automates research workflows from data analysis to publication. This skill should be used when generating research ideas from datasets, developing research methodologies, executing computational experiments, performing literature searches, or generating publication-ready papers in LaTeX format. Supports end-to-end research pipelines with customizable agent orchestration.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/denario
bioinformatics,diffdock,K-Dense-AI,"""Diffusion-based molecular docking. Predict protein-ligand binding poses from PDB/SMILES, confidence scores, virtual screening, for structure-based drug design. Not for affinity prediction.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/diffdock
bioinformatics,dnanexus-integration,K-Dense-AI,"""DNAnexus cloud genomics platform. Build apps/applets, manage data (upload/download), dxpy Python SDK, run workflows, FASTQ/BAM/VCF, for genomics pipeline development and execution.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/dnanexus-integration
bioinformatics,drugbank-database,K-Dense-AI,"Access and analyze comprehensive drug information from the DrugBank database including drug properties, interactions, targets, pathways, chemical structures, and pharmacology data. This skill should be used when working with pharmaceutical data, drug discovery research, pharmacology studies, drug-drug interaction analysis, target identification, chemical similarity searches, ADMET predictions, or any task requiring detailed drug and drug target information from DrugBank.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/drugbank-database
bioinformatics,ena-database,K-Dense-AI,"""Access European Nucleotide Archive via API/FTP. Retrieve DNA/RNA sequences, raw reads (FASTQ), genome assemblies by accession, for genomics and bioinformatics pipelines. Supports multiple formats.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/ena-database
bioinformatics,ensembl-database,K-Dense-AI,"""Query Ensembl genome database REST API for 250+ species. Gene lookups, sequence retrieval, variant analysis, comparative genomics, orthologs, VEP predictions, for genomic research.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/ensembl-database
bioinformatics,research,kingkongshot,"Research libraries, APIs, and patterns using searchGitHub and Exa tools. Finds real-world implementations and saves structured reports to docs/research/. Use when investigating technologies, debugging issues, or comparing options.",https://github.com/kingkongshot/prompts/tree/main/skills/research
business-apps,alex-hormozi-pitch,danielmiessler,"Create irresistible offers and pitches using Alex Hormozi's methodology from $100M Offers. Guides through value equation, guarantee frameworks, pricing psychology, and creating offers ""too good not to take"" for any product or service.",https://github.com/danielmiessler/Personal_AI_Infrastructure/tree/main/.claude/skills/alex-hormozi-pitch
business-apps,applying-brand-guidelines,anthropics,"This skill applies consistent corporate branding and styling to all generated documents including colors, fonts, layouts, and messaging",https://github.com/anthropics/claude-cookbooks/tree/main/skills/custom_skills/applying-brand-guidelines
business-apps,billing-automation,wshobson,"Build automated billing systems for recurring payments, invoicing, subscription lifecycle, and dunning management. Use when implementing subscription billing, automating invoicing, or managing recurring payment systems.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/billing-automation
business-apps,changelog-generator,ComposioHQ,"Automatically creates user-facing changelogs from git commits by analyzing commit history, categorizing changes, and transforming technical commits into clear, customer-friendly release notes. Turns hours of manual changelog writing into minutes of automated generation.",https://github.com/ComposioHQ/awesome-claude-skills/tree/master/changelog-generator
business-apps,competitive-ads-extractor,ComposioHQ,"Extracts and analyzes competitors' ads from ad libraries (Facebook, LinkedIn, etc.) to understand what messaging, problems, and creative approaches are working. Helps inspire and improve your own ad campaigns.",https://github.com/ComposioHQ/awesome-claude-skills/tree/master/competitive-ads-extractor
business-apps,component-guidelines-docs,daangn,Generate comprehensive component guideline documentation for SEED Design System. Use when creating or updating design guideline documentation in ./docs/content/docs/components directory. This skill helps create high-quality documentation similar to action-button.mdx.,https://github.com/daangn/seed-design/tree/dev/.claude/skills/component-guidelines-docs
business-apps,conference-talk-builder,nicknisi,"Create conference talk outlines and iA Presenter markdown slides using the Story Circle narrative framework. Use when the user wants to structure a tech talk, create presentation slides, or needs help organizing talk ideas into a story-driven format.",https://github.com/nicknisi/dotfiles/tree/main/home/.claude/skills/conference-talk-builder
business-apps,cost-optimization,wshobson,"Optimize cloud costs through resource rightsizing, tagging strategies, reserved instances, and spending analysis. Use when reducing cloud expenses, analyzing infrastructure costs, or implementing cost governance policies.",https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/cost-optimization
business-apps,create-plan,antinomyhq,"Generate detailed implementation plans for complex tasks. Creates comprehensive strategic plans in Markdown format with objectives, step-by-step implementation tasks using checkbox format, verification criteria, risk assessments, and alternative approaches. All plans MUST be validated using the included validation script. Use when users need thorough analysis and structured planning before implementation, when breaking down complex features into actionable steps, or when they explicitly ask for a plan, roadmap, or strategy. Strictly planning-focused with no code modifications.",https://github.com/antinomyhq/forge/tree/main/.forge/skills/create-plan
business-apps,create-skill-file,labring,"Guides Claude in creating well-structured SKILL.md files following best practices. Provides clear guidelines for naming, structure, and content organization to make skills easy to discover and execute.",https://github.com/labring/FastGPT/tree/main/.claude/skills/create-skill-file
business-apps,creating-financial-models,anthropics,"This skill provides an advanced financial modeling suite with DCF analysis, sensitivity testing, Monte Carlo simulations, and scenario planning for investment decisions",https://github.com/anthropics/claude-cookbooks/tree/main/skills/custom_skills/creating-financial-models
business-apps,file-organizer,ComposioHQ,"Intelligently organizes your files and folders across your computer by understanding context, finding duplicates, suggesting better structures, and automating cleanup tasks. Reduces cognitive load and keeps your digital workspace tidy without manual effort.",https://github.com/ComposioHQ/awesome-claude-skills/tree/master/file-organizer
business-apps,gerrit,storj,>,https://github.com/storj/storj/tree/main/.claude/skills/gerrit
business-apps,gpt5-consultant,nicknisi,"Use this skill when stuck in circular debugging, when solutions aren't working despite multiple attempts, or when the user expresses frustration with lack of progress. Bring in GPT-5 as a third-party consultant to provide fresh perspective on complex technical problems, architectural decisions, or multi-system debugging issues. Ideal when you've tried multiple approaches without success, when the problem involves obscure edge cases or novel challenges, or when a second expert opinion would help break through an impasse. Gather all context from the conversation so far and present it comprehensively to GPT-5.",https://github.com/nicknisi/dotfiles/tree/main/home/.claude/skills/gpt5-consultant
business-apps,labarchive-integration,K-Dense-AI,"""Electronic lab notebook API integration. Access notebooks, manage entries/attachments, backup notebooks, integrate with Protocols.io/Jupyter/REDCap, for programmatic ELN workflows.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/labarchive-integration
business-apps,lead-research-assistant,ComposioHQ,"Identifies high-quality leads for your product or service by analyzing your business, searching for target companies, and providing actionable contact strategies. Perfect for sales, business development, and marketing professionals.",https://github.com/ComposioHQ/awesome-claude-skills/tree/master/lead-research-assistant
business-apps,linear-todo-sync,qdhenry,"This skill fetches open tasks assigned to the user from the Linear API and generates a markdown todo list file in the project root. This skill should be used when the user asks about their work items, wants to see what they need to work on, or requests to load/sync their Linear tasks. Requires Python 3.7+, requests, mdutils, and python-dotenv packages. Requires LINEAR_API_KEY in .env file.",https://github.com/qdhenry/Claude-Command-Suite/tree/main/.claude/skills/linear-todo-sync
business-apps,paypal-integration,wshobson,"Integrate PayPal payment processing with support for express checkout, subscriptions, and refund management. Use when implementing PayPal payments, processing online transactions, or building e-commerce checkout flows.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/paypal-integration
business-apps,plotly,K-Dense-AI,"Interactive scientific and statistical data visualization library for Python. Use when creating charts, plots, or visualizations including scatter plots, line charts, bar charts, heatmaps, 3D plots, geographic maps, statistical distributions, financial charts, and dashboards. Supports both quick visualizations (Plotly Express) and fine-grained customization (graph objects). Outputs interactive HTML or static images (PNG, PDF, SVG).",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/plotly
business-apps,positron-intake-rotation,posit-dev,"This skill should be used when handling issue intake rotation duties for the Positron repository. It provides workflows for reviewing and organizing new issues, responding to discussions, handling support tickets, and searching for related content. Use this skill when on intake rotation duty, when helping someone with intake tasks, or when learning the intake rotation process.",https://github.com/posit-dev/positron/tree/main/.claude/skills/positron-intake-rotation
business-apps,pptx,K-Dense-AI,"""Presentation toolkit (.pptx). Create/edit slides, layouts, content, speaker notes, comments, for programmatic presentation creation and modification.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/document-skills/pptx
business-apps,prp-core-runner,Wirasm,"Orchestrate complete PRP workflow from feature request to pull request. Run create branch, create PRP, execute implementation, commit changes, and create PR in sequence. Use when implementing features using PRP methodology or when user requests full PRP workflow.",https://github.com/Wirasm/PRPs-agentic-eng/tree/development/.claude/skills/prp-core-runner
business-apps,simpy,K-Dense-AI,"Process-based discrete-event simulation framework in Python. Use this skill when building simulations of systems with processes, queues, resources, and time-based events such as manufacturing systems, service operations, network traffic, logistics, or any system where entities interact with shared resources over time.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/simpy
business-apps,stripe-integration,wshobson,"Implement Stripe payment processing for robust, PCI-compliant payment flows including checkout, subscriptions, and webhooks. Use when integrating Stripe payments, building subscription systems, or implementing secure checkout flows.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/stripe-integration
cicd,bats-testing-patterns,wshobson,"Master Bash Automated Testing System (Bats) for comprehensive shell script testing. Use when writing tests for shell scripts, CI/CD pipelines, or requiring test-driven development of shell utilities.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bats-testing-patterns
cicd,code-review-excellence,wshobson,"Master effective code review practices to provide constructive feedback, catch bugs early, and foster knowledge sharing while maintaining team morale. Use when reviewing pull requests, establishing review standards, or mentoring developers.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/code-review-excellence
cicd,confidence-check,SuperClaude-Org,"Pre-implementation confidence assessment (≥90% required). Use before starting any implementation to verify readiness with duplicate check, architecture compliance, official docs verification, OSS references, and root cause identification.",https://github.com/SuperClaude-Org/SuperClaude_Framework/tree/master/.claude/skills/confidence-check
cicd,cost-optimization,wshobson,"Optimize cloud costs through resource rightsizing, tagging strategies, reserved instances, and spending analysis. Use when reducing cloud expenses, analyzing infrastructure costs, or implementing cost governance policies.",https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/cost-optimization
cicd,dependency-upgrade,wshobson,"Manage major dependency version upgrades with compatibility analysis, staged rollout, and comprehensive testing. Use when upgrading framework versions, updating major dependencies, or managing breaking changes in libraries.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/dependency-upgrade
cicd,deployment-pipeline-design,wshobson,"Design multi-stage CI/CD pipelines with approval gates, security checks, and deployment orchestration. Use when architecting deployment workflows, setting up continuous delivery, or implementing GitOps practices.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/deployment-pipeline-design
cicd,distributed-tracing,wshobson,"Implement distributed tracing with Jaeger and Tempo to track requests across microservices and identify performance bottlenecks. Use when debugging microservices, analyzing request flows, or implementing observability for distributed systems.",https://github.com/wshobson/agents/tree/main/plugins/observability-monitoring/skills/distributed-tracing
cicd,e2e-testing-patterns,wshobson,"Master end-to-end testing with Playwright and Cypress to build reliable test suites that catch bugs, improve confidence, and enable fast deployment. Use when implementing E2E tests, debugging flaky tests, or establishing testing standards.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/e2e-testing-patterns
cicd,git-advanced-workflows,wshobson,"Master advanced Git workflows including rebasing, cherry-picking, bisect, worktrees, and reflog to maintain clean history and recover from any situation. Use when managing complex Git histories, collaborating on feature branches, or troubleshooting repository issues.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/git-advanced-workflows
cicd,github-actions-templates,wshobson,"Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications. Use when setting up CI/CD with GitHub Actions, automating development workflows, or creating reusable workflow templates.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/github-actions-templates
cicd,gitlab-ci-patterns,wshobson,"Build GitLab CI/CD pipelines with multi-stage workflows, caching, and distributed runners for scalable automation. Use when implementing GitLab CI/CD, optimizing pipeline performance, or setting up automated testing and deployment.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/gitlab-ci-patterns
cicd,gitops-workflow,wshobson,"Implement GitOps workflows with ArgoCD and Flux for automated, declarative Kubernetes deployments with continuous reconciliation. Use when implementing GitOps practices, automating Kubernetes deployments, or setting up declarative infrastructure management.",https://github.com/wshobson/agents/tree/main/plugins/kubernetes-operations/skills/gitops-workflow
cicd,grafana-dashboards,wshobson,"Create and manage production Grafana dashboards for real-time visualization of system and application metrics. Use when building monitoring dashboards, visualizing metrics, or creating operational observability interfaces.",https://github.com/wshobson/agents/tree/main/plugins/observability-monitoring/skills/grafana-dashboards
cicd,helm-chart-scaffolding,wshobson,"Design, organize, and manage Helm charts for templating and packaging Kubernetes applications with reusable configurations. Use when creating Helm charts, packaging Kubernetes applications, or implementing templated deployments.",https://github.com/wshobson/agents/tree/main/plugins/kubernetes-operations/skills/helm-chart-scaffolding
cicd,hybrid-cloud-networking,wshobson,"Configure secure, high-performance connectivity between on-premises infrastructure and cloud platforms using VPN and dedicated connections. Use when building hybrid cloud architectures, connecting data centers to cloud, or implementing secure cross-premises networking.",https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/hybrid-cloud-networking
cicd,k8s-manifest-generator,wshobson,"Create production-ready Kubernetes manifests for Deployments, Services, ConfigMaps, and Secrets following best practices and security standards. Use when generating Kubernetes YAML manifests, creating K8s resources, or implementing production-grade Kubernetes configurations.",https://github.com/wshobson/agents/tree/main/plugins/kubernetes-operations/skills/k8s-manifest-generator
cicd,k8s-security-policies,wshobson,"Implement Kubernetes security policies including NetworkPolicy, PodSecurityPolicy, and RBAC for production-grade security. Use when securing Kubernetes clusters, implementing network isolation, or enforcing pod security standards.",https://github.com/wshobson/agents/tree/main/plugins/kubernetes-operations/skills/k8s-security-policies
cicd,monorepo-management,wshobson,"Master monorepo management with Turborepo, Nx, and pnpm workspaces to build efficient, scalable multi-package repositories with optimized builds and dependency management. Use when setting up monorepos, optimizing builds, or managing shared dependencies.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/monorepo-management
cicd,multi-cloud-architecture,wshobson,"Design multi-cloud architectures using a decision framework to select and integrate services across AWS, Azure, and GCP. Use when building multi-cloud systems, avoiding vendor lock-in, or leveraging best-of-breed services from multiple providers.",https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/multi-cloud-architecture
cicd,prometheus-configuration,wshobson,"Set up Prometheus for comprehensive metric collection, storage, and monitoring of infrastructure and applications. Use when implementing metrics collection, setting up monitoring infrastructure, or configuring alerting systems.",https://github.com/wshobson/agents/tree/main/plugins/observability-monitoring/skills/prometheus-configuration
cicd,sast-configuration,wshobson,"Configure Static Application Security Testing (SAST) tools for automated vulnerability detection in application code. Use when setting up security scanning, implementing DevSecOps practices, or automating code vulnerability detection.",https://github.com/wshobson/agents/tree/main/plugins/security-scanning/skills/sast-configuration
cicd,secrets-management,wshobson,"Implement secure secrets management for CI/CD pipelines using Vault, AWS Secrets Manager, or native platform solutions. Use when handling sensitive credentials, rotating secrets, or securing CI/CD environments.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/secrets-management
cicd,terraform-module-library,wshobson,"Build reusable Terraform modules for AWS, Azure, and GCP infrastructure following infrastructure-as-code best practices. Use when creating infrastructure modules, standardizing cloud provisioning, or implementing reusable IaC components.",https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/terraform-module-library
cicd,typescript-review,metabase,"Review TypeScript and JavaScript code changes for compliance with Metabase coding standards, style violations, and code quality issues. Use when reviewing pull requests or diffs containing TypeScript/JavaScript code.",https://github.com/metabase/metabase/tree/master/.claude/skills/typescript-review
cli-tools,artifacts-builder,davila7,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state management, routing, or shadcn/ui components - not for simple single-file HTML/JSX artifacts.",https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/artifacts-builder
cli-tools,bash-defensive-patterns,wshobson,"Master defensive Bash programming techniques for production-grade scripts. Use when writing robust shell scripts, CI/CD pipelines, or system utilities requiring fault tolerance and safety.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bash-defensive-patterns
cli-tools,bats-testing-patterns,wshobson,"Master Bash Automated Testing System (Bats) for comprehensive shell script testing. Use when writing tests for shell scripts, CI/CD pipelines, or requiring test-driven development of shell utilities.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bats-testing-patterns
cli-tools,claude-opus-4-5-migration,anthropics,"Migrate prompts and code from Claude Sonnet 4.0, Sonnet 4.5, or Opus 4.1 to Opus 4.5. Use when the user wants to update their codebase, prompts, or API calls to use Opus 4.5. Handles model string updates and prompt adjustments for known Opus 4.5 behavioral differences. Does NOT migrate Haiku 4.5.",https://github.com/anthropics/claude-code/tree/main/plugins/claude-opus-4-5-migration/skills/claude-opus-4-5-migration
cli-tools,clojure-review,metabase,"Review Clojure and ClojureScript code changes for compliance with Metabase coding standards, style violations, and code quality issues. Use when reviewing pull requests or diffs containing Clojure/ClojureScript code.",https://github.com/metabase/metabase/tree/master/.claude/skills/clojure-review
cli-tools,clojure-write,metabase,"Guide Clojure and ClojureScript development using REPL-driven workflow, coding conventions, and best practices. Use when writing, developing, or refactoring Clojure/ClojureScript code.",https://github.com/metabase/metabase/tree/master/.claude/skills/clojure-write
cli-tools,command-development,anthropics,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/command-development
cli-tools,command-name,anthropics,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-structure
cli-tools,configured-agent,anthropics,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown content.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-settings
cli-tools,fastapi-templates,wshobson,"Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects.",https://github.com/wshobson/agents/tree/main/plugins/api-scaffolding/skills/fastapi-templates
cli-tools,frontend-design,anthropics,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",https://github.com/anthropics/claude-code/tree/main/plugins/frontend-design/skills/frontend-design
cli-tools,github-actions-templates,wshobson,"Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications. Use when setting up CI/CD with GitHub Actions, automating development workflows, or creating reusable workflow templates.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/github-actions-templates
cli-tools,gitlab-ci-patterns,wshobson,"Build GitLab CI/CD pipelines with multi-stage workflows, caching, and distributed runners for scalable automation. Use when implementing GitLab CI/CD, optimizing pipeline performance, or setting up automated testing and deployment.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/gitlab-ci-patterns
cli-tools,hook-development,anthropics,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/hook-development
cli-tools,mcp-integration,anthropics,"This skill should be used when the user asks to ""add MCP server"", ""integrate MCP"", ""configure MCP in plugin"", ""use .mcp.json"", ""set up Model Context Protocol"", ""connect external service"", mentions ""${CLAUDE_PLUGIN_ROOT} with MCP"", or discusses MCP server types (SSE, stdio, HTTP, WebSocket). Provides comprehensive guidance for integrating Model Context Protocol servers into Claude Code plugins for external tool and service integration.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/mcp-integration
cli-tools,monorepo-management,wshobson,"Master monorepo management with Turborepo, Nx, and pnpm workspaces to build efficient, scalable multi-package repositories with optimized builds and dependency management. Use when setting up monorepos, optimizing builds, or managing shared dependencies.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/monorepo-management
